,Griffinia_hyacinthina,Griffinia_rochae,Griffinia_nocturna,H_cipoanum_119_cpgenome_annotated_3.0,NG4400_Hip_dutilh,BEL4494_Zeph_mesoch,NG243_Zeph_montana,NG5471_Zeph_monantha,NG4932_Zeph_advena,NG2811_Zeph_cisand,NG4922_Zeph_tenuif,Rhodolirium_laetum,NG1022_Pap_laeta,NG1069_Pap_laeta,Traubia_modesta,OG2_i1_Tra_modesta,OG2_i2_Tra_modesta,OG2_i3_Tra_modesta,Rhodolirium_montanum,OG1_i2_Rho_montan,OG1_i3_Rho_montan,OG1_i4_Rho_montan,OG3_i1_Rho_andico,OG3_i2_Rho_andico,P001_WA1,P001_WB1,P001_WC1,P001_WD1,P001_WE1,P001_WF1,P001_WG1,P001_WH1,P001_WA2,P001_WB2,P001_WC2,P001_WD2,P001_WE2,P001_WF2,P001_WG2,P001_WH2,P001_WA3,P001_WB3,P001_WC3,P001_WD3,P001_WE3,P001_WF3,P001_WG3,P001_WH3,P001_WA4,P001_WB4,P001_WC4,P001_WD4,P001_WE4,P001_WF4,P001_WG4,P001_WH4,P001_WA5,P001_WB5,P001_WC5,P001_WD5,P001_WE5,P001_WF5,P001_WG5,P001_WH5,P001_WA6,P001_WB6,P001_WC6,P001_WD6,P001_WE6,P001_WF6,P001_WG6,P001_WH6,P001_WA7,P001_WB7,P001_WC7,P001_WD7,P001_WE7,P001_WF7,P001_WG7,P001_WH7,P001_WA8,P001_WB8,P001_WC8,P001_WD8,P001_WE8,P001_WF8,P001_WG8,P001_WH8,P001_WA9,P001_WB9,P001_WC9,P002_WA01,P002_WB01,P002_WC01,P002_WE01,P002_WD01,P002_WF01,P002_WG01,P002_WH01,P002_WA02,P002_WB02,P002_WC02,P002_WD02,P002_WE02,P002_WF02,P002_WG02,P002_WH02,P002_WA03,P002_WB03,P002_WC03,P002_WD03,P002_WE03,P002_WF03,P002_WG03,P002_WH03,P002_WA04,P002_WB04,P002_WC04,P002_WD04,P002_WE04,P002_WF04,P002_WG04,P002_WH04,P002_WA05,P002_WB05,P002_WC05,P002_WD05,P002_WE05,P002_WF05,P002_WG05,P002_WH05,P002_WA06,P002_WB06,P002_WC06,P002_WD06,P002_WE06,P002_WF06,P002_WG06,P002_WH06,P002_WA07,P002_WB07,P002_WC07,P002_WD07,P002_WE07,P002_WF07,P002_WG07,P002_WH07,P002_WA08,P002_WB08,P002_WC08,P002_WD08,P002_WE08,P002_WF08,P002_WG08,P002_WH08,P002_WA09,P002_WB09,P002_WC09,P002_WD09,P002_WE09,P002_WF09
P002_WC05,0.0107953121,0.0106672553,0.0117003056,0.0087058987,0.0089492072,0.0095318635,0.0094210486,0.0085783564,0.0097901190,0.0093566701,0.0093292365,0.0057197219,0.0055544504,0.0052725243,0.0053381985,0.0052942178,0.0054022354,0.0052609592,0.0032677418,0.0031270862,0.0031714577,0.0031416750,0.0034997433,0.0035487819,0.0018757785,0.0018677821,0.0019484156,0.0016870198,0.0017141220,0.0017037885,0.0019488048,0.0019798341,0.0019604391,0.0018891320,0.0018738183,0.0019577072,0.0018332454,0.0019455120,0.0016400266,0.0018316344,0.0002474528,0.0002490151,0.0002470643,0.0002728556,0.0002471392,0.0026991167,0.0028330864,0.0026923037,0.0003114960,0.0002629941,0.0002792747,0.0001675988,0.0001435038,0.0002807184,0.0003746566,0.0003994571,0.0003744596,0.0007012943,0.0006536127,0.0006776842,0.0018053595,0.0016674594,0.0017389039,0.0018561867,0.0017375785,0.0017323721,0.0017496293,0.0017476262,0.0017389241,0.0017251600,0.0017236045,0.0017344698,0.0017094128,0.0018122618,0.0017661231,0.0018182052,0.0019941817,0.0018548212,0.0018033494,0.0017029514,0.0017006599,0.0016217412,0.0016744518,0.0017542849,0.0017803825,0.0017330028,0.0017984303,0.0017002786,0.0016588389,0.0016658540,0.0016446309,0.0018660226,0.0018434862,0.0017946953,0.0027167584,0.0026275984,0.0027402825,0.0028182859,0.0028806496,0.0026350046,0.0025932372,0.0028781917,0.0027395144,0.0027682543,0.0026633016,0.0028218489,0.0019109662,0.0018732519,0.0019472494,0.0021241996,0.0021938596,0.0016269909,0.0015484279,0.0016056883,0.0017190155,0.0017174164,0.0016064871,0.0017298245,0.0018201759,0.0017634357,0.0018050356,0.0016779513,0.0015833705,0.0016128692,0.0000810836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WD05,0.0106213876,0.0106915663,0.0115926287,0.0085408745,0.0089141405,0.0094136610,0.0092738349,0.0087120822,0.0095357605,0.0091961963,0.0089963055,0.0058202010,0.0056891264,0.0052875214,0.0053431637,0.0053324277,0.0054337901,0.0053158324,0.0033697724,0.0032266815,0.0032571892,0.0032439127,0.0035729217,0.0036043181,0.0019719928,0.0019638622,0.0020210018,0.0017568445,0.0017305937,0.0018144844,0.0020293099,0.0020452365,0.0020251711,0.0019282438,0.0019226277,0.0020137051,0.0019764147,0.0019916116,0.0017312051,0.0019009907,0.0002922125,0.0002931977,0.0002917603,0.0003018041,0.0002918762,0.0028207010,0.0028979652,0.0027706027,0.0001573754,0.0001296679,0.0000811007,0.0002513601,0.0002756605,0.0003579511,0.0004620865,0.0004547077,0.0004618282,0.0007943040,0.0007457016,0.0007781884,0.0018354179,0.0016874834,0.0018145816,0.0018248585,0.0017659225,0.0018664653,0.0018843071,0.0018829847,0.0018739845,0.0018109120,0.0018094721,0.0018187300,0.0017931719,0.0018825817,0.0018413610,0.0018855191,0.0020779030,0.0019339510,0.0018773441,0.0018294350,0.0017928044,0.0017474479,0.0018058950,0.0018531940,0.0019119515,0.0018422569,0.0019326474,0.0018016150,0.0017481928,0.0017554607,0.0017826448,0.0019439388,0.0019418452,0.0018110563,0.0028160082,0.0026671131,0.0028265373,0.0029258909,0.0029825388,0.0027209180,0.0026312994,0.0028817954,0.0028766875,0.0029192220,0.0027696096,0.0029153712,0.0020346167,0.0019518592,0.0021033876,0.0022412860,0.0023035334,0.0017108967,0.0016992233,0.0016820441,0.0017674455,0.0017359701,0.0016300940,0.0018517701,0.0019045171,0.0018756817,0.0019773168,0.0017706270,0.0016734867,0.0016981624,0.0003199954,0.0002892063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WE05,0.0107826287,0.0106485684,0.0118180096,0.0086959561,0.0088821986,0.0095467468,0.0096161342,0.0085729314,0.0098706151,0.0094965521,0.0093148739,0.0058000548,0.0055530573,0.0052515996,0.0054284699,0.0052218833,0.0051927999,0.0052116266,0.0031704761,0.0030572672,0.0030659482,0.0030796350,0.0034232161,0.0034544733,0.0014903668,0.0014825934,0.0015770412,0.0013158176,0.0014446981,0.0013530962,0.0016076598,0.0016381014,0.0016189528,0.0015351134,0.0015032115,0.0015726039,0.0015217549,0.0015507833,0.0014174779,0.0014474510,0.0016122725,0.0015913125,0.0016082712,0.0016577446,0.0016088461,0.0026041536,0.0027933788,0.0027105913,0.0017575623,0.0016404606,0.0016575683,0.0015486367,0.0016010470,0.0015831299,0.0016704086,0.0016986109,0.0016695136,0.0016611873,0.0016073202,0.0016006487,0.0015566599,0.0014910950,0.0013731728,0.0017284747,0.0015926146,0.0014055188,0.0014222524,0.0014203759,0.0014117288,0.0013750246,0.0013737227,0.0013756813,0.0013750037,0.0014440216,0.0014376578,0.0014333184,0.0016272116,0.0014777369,0.0014036709,0.0013630862,0.0013389016,0.0013717287,0.0013342165,0.0014278125,0.0015179960,0.0013826871,0.0014407163,0.0013673589,0.0013655665,0.0013502582,0.0013362428,0.0016804645,0.0015224531,0.0014916476,0.0025601611,0.0026457236,0.0025836728,0.0027495528,0.0028107243,0.0025071625,0.0026367737,0.0028304812,0.0026646559,0.0026952030,0.0025380118,0.0026987141,0.0015558588,0.0015464845,0.0015153037,0.0018267205,0.0018607413,0.0013841264,0.0013117050,0.0013765784,0.0014678932,0.0013916336,0.0013308889,0.0014023508,0.0014410127,0.0014105583,0.0014939576,0.0013462046,0.0012863189,0.0012905403,0.0016271537,0.0015731494,0.0017141964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WF05,0.0109081624,0.0107072144,0.0119488400,0.0088191325,0.0089473965,0.0096577958,0.0097244616,0.0086015741,0.0099734288,0.0095392747,0.0093827949,0.0058998148,0.0056454060,0.0052803151,0.0054742427,0.0052519670,0.0052004456,0.0052693994,0.0032101979,0.0031576517,0.0031599753,0.0031805267,0.0034452057,0.0035086161,0.0015288393,0.0015210673,0.0016077344,0.0013466305,0.0014683580,0.0013930047,0.0016307628,0.0016687727,0.0016347419,0.0015741666,0.0015338853,0.0015959714,0.0015520956,0.0015743887,0.0014644518,0.0014471322,0.0017128281,0.0016773467,0.0017092559,0.0017384308,0.0017099466,0.0026435832,0.0028553843,0.0026306992,0.0017690019,0.0017333889,0.0017576219,0.0016340201,0.0017018545,0.0016839147,0.0017713227,0.0017066761,0.0017701264,0.0017617540,0.0017079270,0.0017016691,0.0016428831,0.0015135627,0.0014035314,0.0017672575,0.0016297783,0.0014284815,0.0014453375,0.0014510896,0.0014274780,0.0014057650,0.0014044344,0.0014071250,0.0013902001,0.0014902718,0.0014779241,0.0014796465,0.0016613965,0.0015084067,0.0014500435,0.0014007378,0.0013551872,0.0013795539,0.0013481885,0.0014297952,0.0015501306,0.0014210456,0.0014864128,0.0014056192,0.0013980833,0.0013802252,0.0013117295,0.0017024899,0.0015456056,0.0015083712,0.0026153621,0.0026985323,0.0026384977,0.0027843717,0.0028573539,0.0025137034,0.0026815162,0.0028787982,0.0027378127,0.0027572523,0.0025951335,0.0027434187,0.0015886689,0.0015761297,0.0015576652,0.0018725117,0.0019077876,0.0014181345,0.0013289651,0.0013856596,0.0014760473,0.0014254904,0.0013645668,0.0014411637,0.0014782418,0.0014498702,0.0015486680,0.0013829001,0.0013244807,0.0012900647,0.0017235192,0.0016609399,0.0017609499,0.0000155324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WG05,0.0107926292,0.0106508430,0.0118165845,0.0087531266,0.0089123514,0.0095774586,0.0096426500,0.0085205948,0.0098803421,0.0095560925,0.0093280634,0.0058524536,0.0055975183,0.0052983663,0.0054520509,0.0052295422,0.0051879699,0.0052482978,0.0032297545,0.0031157160,0.0031249406,0.0031380209,0.0034731487,0.0035218882,0.0015232358,0.0015154528,0.0015944361,0.0013561233,0.0014919402,0.0014178300,0.0016564949,0.0016789437,0.0016755859,0.0015982414,0.0015441330,0.0016210359,0.0015622236,0.0015997200,0.0014586674,0.0014493318,0.0016681034,0.0016468998,0.0016649440,0.0017004859,0.0016656048,0.0026234025,0.0028361510,0.0027498011,0.0018080707,0.0016813191,0.0017141872,0.0015900325,0.0016569942,0.0016462447,0.0017193466,0.0017548188,0.0017181837,0.0017097511,0.0016558356,0.0016490422,0.0016527025,0.0015233333,0.0014213307,0.0017617823,0.0016330369,0.0014460784,0.0014551762,0.0014609340,0.0014523165,0.0014148271,0.0014142334,0.0014165719,0.0014155538,0.0015001981,0.0014950527,0.0014894278,0.0016773723,0.0015179982,0.0014595450,0.0014190221,0.0013723043,0.0014033774,0.0013658141,0.0014535799,0.0015750037,0.0014387029,0.0015058057,0.0014234100,0.0014146225,0.0013972971,0.0013527520,0.0017137930,0.0015792454,0.0015340129,0.0026009494,0.0026956508,0.0026263347,0.0027819786,0.0028460459,0.0025149969,0.0026999562,0.0028802070,0.0027208789,0.0027271712,0.0025863342,0.0027184285,0.0015817060,0.0015556876,0.0015417585,0.0018746412,0.0018930594,0.0014035524,0.0013607921,0.0014184557,0.0014942269,0.0014521828,0.0013967711,0.0014511288,0.0014814322,0.0014676421,0.0015578569,0.0013863781,0.0013259451,0.0013230635,0.0016781186,0.0016082819,0.0017253473,0.0000777607,0.0000699816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WH05,0.0108891632,0.0109124913,0.0119986091,0.0090677021,0.0091582328,0.0098545342,0.0099317793,0.0089327536,0.0099354468,0.0096060240,0.0093669999,0.0061318775,0.0058968943,0.0056393128,0.0057291866,0.0055102024,0.0055603449,0.0055165511,0.0035662582,0.0034958107,0.0034990194,0.0035134439,0.0038839330,0.0038458602,0.0020035487,0.0019955828,0.0020919580,0.0018879079,0.0018731223,0.0019248997,0.0021557027,0.0021869459,0.0021522249,0.0020667124,0.0020027484,0.0020975169,0.0020035483,0.0020717590,0.0019293106,0.0019602803,0.0021749288,0.0021759151,0.0021718146,0.0021989687,0.0021654274,0.0029999086,0.0032185559,0.0031620667,0.0021809333,0.0021502978,0.0021750979,0.0020865159,0.0021487161,0.0020826942,0.0021729097,0.0021387240,0.0021716998,0.0021867561,0.0021393122,0.0020855605,0.0019686839,0.0019115637,0.0019457605,0.0021634255,0.0019797421,0.0019411847,0.0019655973,0.0019561301,0.0019331853,0.0019098041,0.0019081188,0.0019183342,0.0018924747,0.0019641369,0.0019898663,0.0019673594,0.0020236124,0.0019751441,0.0019365757,0.0018654333,0.0018195154,0.0018668380,0.0018441237,0.0018826277,0.0019770549,0.0018855593,0.0019695083,0.0018778201,0.0018798922,0.0018664450,0.0018217234,0.0021715741,0.0020200509,0.0020022969,0.0029907558,0.0031138729,0.0030471246,0.0032110580,0.0032441858,0.0029199147,0.0030409687,0.0032368059,0.0030725979,0.0031243361,0.0030426450,0.0031300527,0.0020556549,0.0020143478,0.0019932720,0.0003263785,0.0003820932,0.0018370655,0.0018053300,0.0019244232,0.0019682904,0.0019062683,0.0017894148,0.0019100035,0.0019385736,0.0019499414,0.0020155412,0.0018796729,0.0018197489,0.0018200177,0.0021876963,0.0021220678,0.0022168415,0.0018239409,0.0018640316,0.0018577895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WA06,0.0106991285,0.0107157655,0.0117003000,0.0088743443,0.0087586324,0.0095111455,0.0096673241,0.0088421536,0.0095815635,0.0093826230,0.0090061384,0.0062055879,0.0059397590,0.0056608613,0.0056604178,0.0054471009,0.0055245046,0.0054991172,0.0035277807,0.0034491358,0.0034606783,0.0034666604,0.0038687628,0.0038078554,0.0021480231,0.0021389410,0.0021582305,0.0019505353,0.0019078373,0.0019991317,0.0022658832,0.0022662323,0.0022484290,0.0022395592,0.0021266697,0.0022239161,0.0020940832,0.0022042335,0.0020052334,0.0020229150,0.0022582952,0.0022181496,0.0022493489,0.0022812357,0.0022402593,0.0030536332,0.0032646617,0.0030771367,0.0023251171,0.0022773904,0.0022948385,0.0021776199,0.0022394225,0.0021517564,0.0022771946,0.0022523579,0.0022758732,0.0022484661,0.0022030382,0.0021939739,0.0020172961,0.0019272808,0.0020051572,0.0021027522,0.0020703615,0.0019861092,0.0020406500,0.0020300531,0.0020216929,0.0020040287,0.0020028664,0.0020048384,0.0019664389,0.0021031408,0.0021177059,0.0021235221,0.0021591557,0.0021047651,0.0020984634,0.0020230997,0.0019478743,0.0019810326,0.0019805717,0.0020187721,0.0021440493,0.0020578263,0.0021410654,0.0020212462,0.0020327604,0.0020125236,0.0019415469,0.0022671882,0.0020399935,0.0020982755,0.0030170491,0.0030896397,0.0031028474,0.0031398312,0.0031136133,0.0029512691,0.0030009538,0.0031748637,0.0030446141,0.0031442910,0.0030859157,0.0030492308,0.0022450173,0.0022151578,0.0022022188,0.0007424818,0.0008066914,0.0019758392,0.0019129898,0.0020696029,0.0020715895,0.0020541522,0.0019260158,0.0020490677,0.0019597669,0.0020835377,0.0022015862,0.0019489958,0.0019093077,0.0018471618,0.0022475973,0.0021653955,0.0023012744,0.0019502452,0.0019489455,0.0019685022,0.0007184802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WB06,0.0108621768,0.0108012202,0.0118511962,0.0089817831,0.0091442029,0.0096221848,0.0096441900,0.0089461544,0.0097651439,0.0093321382,0.0092927549,0.0061732988,0.0058374636,0.0057084909,0.0056972927,0.0055148417,0.0056296945,0.0054692603,0.0035820283,0.0034992884,0.0034680973,0.0035173688,0.0038999270,0.0039307184,0.0020628945,0.0020544578,0.0020802773,0.0019747938,0.0019456864,0.0020029901,0.0021807793,0.0021807609,0.0021770146,0.0021088744,0.0020628947,0.0021567837,0.0020308367,0.0021263734,0.0019481147,0.0020346579,0.0021690407,0.0021809870,0.0021737389,0.0021403053,0.0021665553,0.0031023590,0.0033237801,0.0031433008,0.0022552848,0.0021738913,0.0021914989,0.0020837141,0.0021649191,0.0021467726,0.0021986136,0.0021870816,0.0021984284,0.0022318263,0.0021809584,0.0021727758,0.0019636086,0.0019259864,0.0020019028,0.0021955390,0.0020241420,0.0020131747,0.0020312691,0.0020296441,0.0020178307,0.0020141241,0.0020125469,0.0020149313,0.0019805587,0.0020462912,0.0020538498,0.0020161660,0.0021196853,0.0020478357,0.0019938475,0.0019389737,0.0019007562,0.0019339243,0.0018821272,0.0018826968,0.0020527177,0.0019627558,0.0020205812,0.0019453924,0.0018706699,0.0019247457,0.0018517931,0.0021876806,0.0020281729,0.0020314584,0.0030785645,0.0031152939,0.0031364308,0.0032273060,0.0032727292,0.0030295276,0.0030649420,0.0032543823,0.0031797029,0.0031348220,0.0031188321,0.0031634804,0.0021205204,0.0020995264,0.0021090474,0.0004289037,0.0004799048,0.0019216935,0.0018420902,0.0019692169,0.0020410776,0.0018850803,0.0018385062,0.0019897613,0.0020142985,0.0019800344,0.0019604177,0.0019562159,0.0018957819,0.0018900876,0.0021082140,0.0020650179,0.0021979028,0.0019217335,0.0019302917,0.0019222604,0.0004080148,0.0005131050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WC06,0.0110125549,0.0107923927,0.0121129294,0.0092959115,0.0093574969,0.0098978869,0.0098389597,0.0088501222,0.0100283631,0.0096610500,0.0094173157,0.0063052833,0.0059649280,0.0056142567,0.0059141969,0.0056993795,0.0057955703,0.0056925820,0.0037561466,0.0036610420,0.0036462011,0.0036786832,0.0039639245,0.0040311552,0.0019400364,0.0019319715,0.0019893994,0.0020168779,0.0019822755,0.0020460199,0.0020702066,0.0020688568,0.0020494840,0.0020725938,0.0021578908,0.0020972185,0.0019432271,0.0021944840,0.0020264997,0.0020226189,0.0021931143,0.0021824527,0.0021836963,0.0021644154,0.0021771125,0.0031495187,0.0032116780,0.0031683707,0.0023525968,0.0022487230,0.0022653162,0.0021221139,0.0022163326,0.0021184710,0.0021914516,0.0021862487,0.0021910986,0.0022063896,0.0021587299,0.0021674997,0.0019755883,0.0020343842,0.0020268187,0.0021156840,0.0021292050,0.0020612731,0.0020475939,0.0020453846,0.0020292994,0.0020208208,0.0020209835,0.0020234197,0.0020052041,0.0020770204,0.0020920772,0.0020808227,0.0020092111,0.0021036782,0.0020543056,0.0020017345,0.0019911434,0.0020008609,0.0019743590,0.0019724230,0.0020416303,0.0019980872,0.0018924733,0.0019983129,0.0019276748,0.0019869954,0.0019026798,0.0021128842,0.0020090232,0.0020280297,0.0031427031,0.0032360484,0.0031161072,0.0032656556,0.0034005218,0.0029900015,0.0031405905,0.0033765032,0.0031580924,0.0031813753,0.0031085313,0.0031517790,0.0020035786,0.0021340694,0.0020471227,0.0001931032,0.0001127822,0.0018744278,0.0019034929,0.0020149043,0.0020385064,0.0018473748,0.0018610557,0.0020242549,0.0020391045,0.0020376737,0.0020929709,0.0020217644,0.0019190900,0.0018950436,0.0022283883,0.0021748380,0.0022525736,0.0019109299,0.0019415843,0.0019498137,0.0004306889,0.0007153720,0.0004957829,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WD06,0.0106637888,0.0107074579,0.0117090173,0.0089464625,0.0090684218,0.0095843277,0.0095211121,0.0088151776,0.0097969082,0.0093499828,0.0091104909,0.0061694264,0.0060016566,0.0053644689,0.0056477279,0.0055449314,0.0056686655,0.0055232156,0.0035157689,0.0034691622,0.0034396208,0.0034893625,0.0038566905,0.0038880052,0.0020282344,0.0020282344,0.0020963002,0.0020557725,0.0020885058,0.0020647292,0.0021128134,0.0021300124,0.0021000200,0.0020853208,0.0021758007,0.0021225123,0.0020127071,0.0022347780,0.0020051000,0.0021070303,0.0022335899,0.0022370153,0.0022238883,0.0022381951,0.0022324944,0.0030749167,0.0030574040,0.0030752712,0.0022467247,0.0022755884,0.0022857293,0.0021915087,0.0022580679,0.0022248711,0.0022502031,0.0022100779,0.0022489095,0.0022477768,0.0022060784,0.0022480241,0.0020096958,0.0020932659,0.0020420774,0.0021227808,0.0021517837,0.0020869708,0.0020720516,0.0020699685,0.0020787670,0.0020383184,0.0020362175,0.0020461966,0.0020191159,0.0021721960,0.0021882400,0.0021501670,0.0019357158,0.0021659687,0.0021119835,0.0020477329,0.0020533968,0.0020781038,0.0020435300,0.0020264289,0.0021159655,0.0020625242,0.0019433490,0.0020554526,0.0020374570,0.0020182484,0.0019707415,0.0021917385,0.0020116862,0.0020475783,0.0030566225,0.0030862469,0.0031038359,0.0030659364,0.0032448967,0.0029983935,0.0028354743,0.0030379318,0.0031185056,0.0031644913,0.0030414737,0.0029983371,0.0020484689,0.0020615149,0.0020525895,0.0002868860,0.0001859394,0.0019989790,0.0019283932,0.0019960705,0.0020314613,0.0018833742,0.0019608431,0.0021060245,0.0021055471,0.0021053479,0.0020850602,0.0020206858,0.0019538087,0.0019975777,0.0022325915,0.0021869759,0.0022144827,0.0018780786,0.0019017039,0.0018956319,0.0005106829,0.0007725315,0.0005258716,0.0001891988,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WE06,0.0110714671,0.0109107777,0.0121953222,0.0093047994,0.0093988395,0.0100124647,0.0098857131,0.0089928907,0.0102162081,0.0096645978,0.0095983924,0.0063448200,0.0060489443,0.0056352564,0.0059743095,0.0057935492,0.0058068311,0.0058154440,0.0036621680,0.0036087302,0.0035494395,0.0036245238,0.0040384108,0.0040620515,0.0020176267,0.0020097301,0.0020580860,0.0020310359,0.0021049680,0.0020513815,0.0021526487,0.0021675552,0.0021264156,0.0021015660,0.0022101961,0.0021259971,0.0019645505,0.0022476206,0.0020949092,0.0020839656,0.0022228548,0.0021949368,0.0022096933,0.0022096370,0.0022099200,0.0031740907,0.0032076476,0.0032762425,0.0023325060,0.0022730443,0.0022978805,0.0021650159,0.0022482938,0.0022223759,0.0022318327,0.0022140840,0.0022314983,0.0022859052,0.0022392231,0.0022251908,0.0019772343,0.0020701386,0.0020584463,0.0021893067,0.0021368814,0.0020501255,0.0020676400,0.0020649025,0.0020420358,0.0020417907,0.0020411471,0.0020452657,0.0020114955,0.0021680058,0.0021489926,0.0021359397,0.0020352649,0.0021876541,0.0020980798,0.0020558930,0.0019863245,0.0020390997,0.0020405925,0.0020012807,0.0020346913,0.0020508796,0.0019380333,0.0020584101,0.0019992283,0.0020524150,0.0019783909,0.0021854599,0.0019599590,0.0021099117,0.0031818009,0.0032036110,0.0032062838,0.0032650058,0.0033952138,0.0030204193,0.0030652222,0.0033598624,0.0032485432,0.0032738286,0.0031477879,0.0031635485,0.0020479705,0.0021721685,0.0020370506,0.0002290947,0.0001500975,0.0019811430,0.0018829353,0.0019775355,0.0020664225,0.0018930405,0.0019353666,0.0020955492,0.0021124817,0.0020757940,0.0021600097,0.0020151910,0.0019400422,0.0019626142,0.0022351483,0.0021491660,0.0022577779,0.0019508598,0.0019823735,0.0019913639,0.0004331800,0.0008547179,0.0005237363,0.0001780645,0.0002805671,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WF06,0.0110371111,0.0108668117,0.0121086620,0.0092239014,0.0092855782,0.0099477256,0.0099291415,0.0089590920,0.0101182824,0.0096413333,0.0095965916,0.0062451483,0.0059343630,0.0056179284,0.0057251726,0.0055383406,0.0056255819,0.0055882911,0.0035609298,0.0035227478,0.0035439495,0.0035450960,0.0038991003,0.0038707586,0.0019831080,0.0019751605,0.0020475883,0.0018930209,0.0019689538,0.0019295046,0.0020629049,0.0020942751,0.0020665532,0.0020908461,0.0020197007,0.0020834101,0.0019981263,0.0020449946,0.0019477583,0.0019707192,0.0021147402,0.0021191054,0.0021117109,0.0021143808,0.0021052768,0.0030623234,0.0032277612,0.0031954482,0.0022217542,0.0021680933,0.0021925957,0.0020601459,0.0021369808,0.0020724332,0.0021192772,0.0020696990,0.0021189576,0.0021584448,0.0021108941,0.0021427624,0.0019941978,0.0019535932,0.0019414616,0.0020973011,0.0020227024,0.0019447819,0.0019303321,0.0019279584,0.0019294849,0.0018892348,0.0018881557,0.0018909540,0.0018894305,0.0019754686,0.0019885632,0.0019733980,0.0020019882,0.0020087484,0.0019703652,0.0018768418,0.0018684397,0.0019274991,0.0018662205,0.0019136194,0.0019989219,0.0018882100,0.0019307107,0.0018887566,0.0018640325,0.0018698170,0.0018501519,0.0021009476,0.0019757260,0.0019916535,0.0030407938,0.0031668080,0.0030850298,0.0032302330,0.0032822523,0.0030175647,0.0030446682,0.0033101501,0.0031153709,0.0031305712,0.0030354428,0.0031408962,0.0020268515,0.0019840801,0.0020104290,0.0000872733,0.0001270340,0.0018230860,0.0017983836,0.0019039700,0.0019205972,0.0018945009,0.0018108707,0.0019239419,0.0019580729,0.0019425373,0.0020184384,0.0018993053,0.0018407853,0.0018414707,0.0021589359,0.0020840025,0.0022105795,0.0018046892,0.0018510500,0.0018447101,0.0003215806,0.0007458174,0.0004241642,0.0001949342,0.0002982947,0.0001358461,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WG06,0.0112226280,0.0109801162,0.0122920220,0.0093398403,0.0094163261,0.0100412071,0.0099282017,0.0090124677,0.0103216845,0.0096622330,0.0097262689,0.0063813919,0.0060940472,0.0057121923,0.0059623262,0.0057701256,0.0058178639,0.0058162625,0.0037103885,0.0036732245,0.0036446398,0.0036952774,0.0040456447,0.0040594663,0.0020280140,0.0020201686,0.0021155587,0.0020166944,0.0020987470,0.0020309522,0.0021466729,0.0021769185,0.0021584298,0.0020742477,0.0021706626,0.0021261956,0.0019593162,0.0022484674,0.0020745845,0.0021161103,0.0023021589,0.0023000714,0.0023042503,0.0022681012,0.0022978720,0.0031931665,0.0032476011,0.0032759936,0.0023377229,0.0023206038,0.0023460710,0.0022223848,0.0022974720,0.0022621311,0.0023191589,0.0022942742,0.0023191407,0.0023417347,0.0022954391,0.0022577731,0.0020319590,0.0021140980,0.0020070902,0.0021703065,0.0021503195,0.0020602501,0.0020763066,0.0020750386,0.0020840872,0.0020289966,0.0020279482,0.0020391069,0.0020298560,0.0021381336,0.0021607727,0.0021218091,0.0020673763,0.0021496875,0.0020638510,0.0020258573,0.0019965915,0.0020335644,0.0019912695,0.0019775087,0.0020337980,0.0020138918,0.0019039665,0.0020206669,0.0019749776,0.0019907244,0.0019649623,0.0022108987,0.0020268548,0.0020807306,0.0031868430,0.0032687592,0.0031825705,0.0032913838,0.0034002618,0.0030095003,0.0030488918,0.0033730835,0.0033093372,0.0032926385,0.0031763341,0.0032184408,0.0020128237,0.0021843495,0.0020517688,0.0003846271,0.0002984951,0.0019645163,0.0019126534,0.0020155692,0.0020836583,0.0019138866,0.0019280963,0.0020354330,0.0020668861,0.0020685318,0.0021247221,0.0020019519,0.0019219165,0.0019167214,0.0023130557,0.0022320003,0.0023419774,0.0019301425,0.0019692797,0.0019558518,0.0004066571,0.0007893839,0.0005136476,0.0003628061,0.0004318399,0.0003473636,0.0003178436,,,,,,,,,,,,,,,,,,,,,,,,
